"OTU","p.value","adj.p.value"
"ASV5019",1,1
"ASV502",1,1
"ASV5020",1,1
"ASV5021",1,1
"ASV5022",1,1
"ASV5023",1,1
"ASV5024",1,1
"ASV5025",1,1
"ASV5027",1,1
"ASV5028",1,1
"ASV5029",1,1
"ASV503",1,1
"ASV5030",1,1
"ASV5031",1,1
"ASV5032",1,1
"ASV5033",1,1
"ASV5034",1,1
"ASV5035",1,1
"ASV5036",1,1
"ASV5037",1,1
"ASV5038",1,1
"ASV5039",1,1
"ASV5040",1,1
"ASV5041",1,1
"ASV5042",1,1
"ASV5044",1,1
"ASV5045",1,1
"ASV5046",1,1
"ASV5047",1,1
"ASV5048",1,1
"ASV5049",1,1
"ASV5050",1,1
"ASV5051",1,1
"ASV5052",1,1
"ASV5054",1,1
"ASV5056",1,1
"ASV5058",1,1
"ASV5059",1,1
"ASV506",1,1
"ASV5060",1,1
"ASV5061",1,1
"ASV5063",1,1
"ASV5064",1,1
"ASV5065",1,1
"ASV5066",1,1
"ASV5067",1,1
"ASV5068",1,1
"ASV5069",1,1
"ASV5070",1,1
"ASV5071",1,1
"ASV5072",1,1
"ASV5073",1,1
"ASV5075",1,1
"ASV5076",1,1
"ASV5077",1,1
"ASV5079",1,1
"ASV508",1,1
"ASV5081",1,1
"ASV5082",1,1
"ASV5083",1,1
"ASV5084",1,1
"ASV5085",1,1
"ASV5086",1,1
"ASV5087",1,1
"ASV509",1,1
"ASV5090",1,1
"ASV5091",1,1
"ASV5092",1,1
"ASV5093",1,1
"ASV5094",1,1
"ASV5095",1,1
"ASV5096",1,1
"ASV5097",1,1
"ASV5098",1,1
"ASV5099",1,1
"ASV510",1,1
"ASV5100",1,1
"ASV5101",1,1
"ASV5102",1,1
"ASV5103",1,1
"ASV5104",1,1
"ASV5105",1,1
"ASV5106",1,1
"ASV5107",1,1
"ASV5109",1,1
"ASV511",1,1
"ASV5110",1,1
"ASV5113",1,1
"ASV5114",1,1
"ASV5115",1,1
"ASV5116",1,1
"ASV5117",1,1
"ASV5118",1,1
"ASV5119",1,1
"ASV512",1,1
"ASV5120",1,1
"ASV5121",1,1
"ASV5122",1,1
"ASV5123",1,1
"ASV5125",1,1
"ASV5126",1,1
"ASV5129",1,1
"ASV5130",1,1
"ASV5131",1,1
"ASV5132",1,1
"ASV5133",1,1
"ASV5134",1,1
"ASV5135",1,1
"ASV5136",1,1
"ASV5137",1,1
"ASV5138",1,1
"ASV5139",1,1
"ASV514",1,1
"ASV5140",1,1
"ASV5141",1,1
"ASV5143",1,1
"ASV5144",1,1
"ASV5145",1,1
"ASV5147",1,1
"ASV5148",1,1
"ASV5149",1,1
"ASV515",1,1
"ASV5150",1,1
"ASV5151",1,1
"ASV5152",1,1
"ASV5153",1,1
"ASV5154",1,1
"ASV5155",1,1
"ASV5156",1,1
"ASV5157",1,1
"ASV5158",1,1
"ASV5159",1,1
"ASV5160",1,1
"ASV5161",1,1
"ASV5162",1,1
"ASV5163",1,1
"ASV5164",1,1
"ASV5165",1,1
"ASV5166",1,1
"ASV5167",1,1
"ASV5168",1,1
"ASV5169",1,1
"ASV517",1,1
"ASV5170",1,1
"ASV5171",1,1
"ASV5177",1,1
"ASV5178",1,1
"ASV5179",1,1
"ASV518",1,1
"ASV5180",1,1
"ASV5181",1,1
"ASV5184",1,1
"ASV5185",1,1
"ASV5186",1,1
"ASV5187",1,1
"ASV5188",1,1
"ASV5189",1,1
"ASV5190",1,1
"ASV5191",1,1
"ASV5192",1,1
"ASV5193",1,1
"ASV5194",1,1
"ASV5195",1,1
"ASV5196",1,1
"ASV5197",1,1
"ASV5198",1,1
"ASV5199",1,1
"ASV52",1,1
"ASV520",1,1
"ASV5201",1,1
"ASV5202",1,1
"ASV5203",1,1
"ASV5204",1,1
"ASV5205",1,1
"ASV5206",1,1
"ASV5209",1,1
"ASV521",1,1
"ASV5211",1,1
"ASV5212",1,1
"ASV5213",1,1
"ASV5214",1,1
"ASV5215",1,1
"ASV5216",1,1
"ASV5218",1,1
"ASV5219",1,1
"ASV5220",1,1
"ASV5221",1,1
"ASV5222",1,1
"ASV5224",1,1
"ASV5226",1,1
"ASV5227",1,1
"ASV5228",1,1
"ASV5229",1,1
"ASV5230",1,1
"ASV5231",1,1
"ASV5232",1,1
"ASV5233",1,1
"ASV5234",1,1
"ASV5235",1,1
"ASV5236",1,1
"ASV5237",1,1
"ASV5238",1,1
"ASV5239",1,1
"ASV524",NA,NA
"ASV5240",1,1
"ASV5241",1,1
"ASV5242",1,1
"ASV5243",1,1
"ASV5244",1,1
"ASV5245",1,1
"ASV5246",1,1
"ASV5247",1,1
"ASV5248",1,1
"ASV5249",1,1
"ASV5250",1,1
"ASV5251",1,1
"ASV5252",1,1
"ASV5254",1,1
"ASV5255",1,1
"ASV5256",1,1
"ASV5257",1,1
"ASV5259",1,1
"ASV5260",1,1
"ASV5261",1,1
"ASV5262",1,1
"ASV5266",1,1
"ASV5267",1,1
"ASV5268",1,1
"ASV5269",1,1
"ASV527",1,1
"ASV5270",1,1
"ASV5271",1,1
"ASV5272",1,1
"ASV5273",1,1
"ASV5274",1,1
"ASV5275",1,1
"ASV5276",1,1
"ASV5277",1,1
"ASV5278",1,1
"ASV5279",1,1
"ASV5280",1,1
"ASV5281",1,1
"ASV5282",1,1
"ASV5284",1,1
"ASV5285",1,1
"ASV5286",1,1
"ASV5287",1,1
"ASV5288",1,1
"ASV5289",1,1
"ASV529",1,1
"ASV5290",1,1
"ASV5293",1,1
"ASV5295",1,1
"ASV5296",1,1
"ASV5297",1,1
"ASV5298",1,1
"ASV5299",1,1
"ASV53",1,1
"ASV530",NA,NA
"ASV5300",1,1
"ASV5301",1,1
"ASV5302",1,1
"ASV5303",1,1
"ASV5304",1,1
"ASV5305",1,1
"ASV5306",1,1
"ASV5307",1,1
"ASV5308",1,1
"ASV5309",1,1
"ASV531",1,1
"ASV5310",1,1
"ASV5311",1,1
"ASV5312",1,1
"ASV5313",1,1
"ASV5314",1,1
"ASV5315",1,1
"ASV5316",1,1
"ASV5317",1,1
"ASV5318",1,1
"ASV5319",1,1
"ASV532",1,1
"ASV5320",1,1
"ASV5321",1,1
"ASV5322",1,1
"ASV5323",1,1
"ASV5324",1,1
"ASV5325",1,1
"ASV5326",1,1
"ASV5327",1,1
"ASV5328",1,1
"ASV5329",1,1
"ASV533",1,1
"ASV5330",1,1
"ASV5331",1,1
"ASV5333",1,1
"ASV5334",1,1
"ASV5335",1,1
"ASV5336",1,1
"ASV5337",1,1
"ASV5338",1,1
"ASV5339",1,1
"ASV534",1,1
"ASV5340",1,1
"ASV5341",1,1
"ASV5342",1,1
"ASV5343",1,1
"ASV5344",1,1
"ASV5346",1,1
"ASV5347",1,1
"ASV5348",1,1
"ASV5349",1,1
"ASV535",1,1
"ASV5350",1,1
"ASV5352",1,1
"ASV5353",1,1
"ASV5354",1,1
"ASV5355",1,1
"ASV5357",1,1
"ASV5358",1,1
"ASV536",1,1
"ASV5360",1,1
"ASV5361",1,1
"ASV5362",1,1
"ASV5364",1,1
"ASV5366",1,1
"ASV5367",NA,NA
"ASV5368",1,1
"ASV5369",1,1
"ASV537",NA,NA
"ASV5370",1,1
"ASV5371",1,1
"ASV5373",1,1
"ASV5374",1,1
"ASV5375",1,1
"ASV5376",1,1
"ASV5377",1,1
"ASV5378",1,1
"ASV5379",1,1
"ASV538",1,1
"ASV5380",1,1
"ASV5381",1,1
"ASV5383",1,1
"ASV5384",1,1
"ASV5385",1,1
"ASV5386",1,1
"ASV5387",1,1
"ASV5388",1,1
"ASV5389",1,1
"ASV539",1,1
"ASV5390",1,1
"ASV5391",1,1
"ASV5392",1,1
"ASV5393",1,1
"ASV5394",1,1
"ASV5395",1,1
"ASV5396",1,1
"ASV5397",1,1
"ASV5398",1,1
"ASV5399",1,1
"ASV54",1,1
"ASV540",1,1
"ASV5400",1,1
"ASV5402",1,1
"ASV5403",1,1
"ASV5404",1,1
"ASV5405",1,1
"ASV5406",1,1
"ASV5407",1,1
"ASV5409",1,1
"ASV541",1,1
"ASV5410",1,1
"ASV5411",1,1
"ASV5412",1,1
"ASV5413",1,1
"ASV5414",1,1
"ASV5415",1,1
"ASV5416",1,1
"ASV5417",1,1
"ASV5418",1,1
"ASV542",1,1
"ASV5421",1,1
"ASV5422",1,1
"ASV5423",1,1
"ASV5424",1,1
"ASV5426",1,1
"ASV5427",1,1
"ASV5429",1,1
"ASV543",NA,NA
"ASV5430",1,1
"ASV5431",1,1
"ASV5432",1,1
"ASV5433",1,1
"ASV5434",1,1
"ASV5436",1,1
"ASV5437",1,1
"ASV5438",1,1
"ASV5439",1,1
"ASV5440",1,1
"ASV5441",1,1
"ASV5442",1,1
"ASV5444",1,1
"ASV5445",1,1
"ASV5446",1,1
"ASV5447",1,1
"ASV5448",1,1
"ASV5449",1,1
"ASV545",1,1
"ASV5450",1,1
"ASV5451",1,1
"ASV5452",1,1
"ASV5454",1,1
"ASV5455",1,1
"ASV5456",1,1
"ASV5457",1,1
"ASV5458",1,1
"ASV5459",1,1
"ASV546",1,1
"ASV5460",1,1
"ASV5461",1,1
"ASV5462",1,1
"ASV5464",1,1
"ASV5465",1,1
"ASV5466",1,1
"ASV5467",1,1
"ASV5468",1,1
"ASV5469",1,1
"ASV547",1,1
"ASV5471",1,1
"ASV5473",1,1
"ASV5474",1,1
"ASV5475",1,1
"ASV5476",1,1
"ASV5477",1,1
"ASV5478",1,1
"ASV5479",1,1
"ASV5480",1,1
"ASV5481",1,1
"ASV5482",1,1
"ASV5484",1,1
"ASV5485",1,1
"ASV5486",1,1
"ASV5488",1,1
"ASV5489",1,1
"ASV549",1,1
"ASV5490",1,1
"ASV5491",1,1
"ASV5493",1,1
"ASV5495",1,1
"ASV5496",1,1
"ASV5497",1,1
"ASV5498",1,1
"ASV5499",1,1
"ASV55",1,1
"ASV550",1,1
"ASV5500",1,1
"ASV5501",1,1
"ASV5503",1,1
"ASV5505",1,1
"ASV5506",1,1
"ASV5507",1,1
"ASV5508",1,1
"ASV5509",1,1
"ASV551",1,1
"ASV5510",1,1
"ASV5511",1,1
"ASV5512",1,1
"ASV5514",1,1
"ASV5515",1,1
"ASV5516",1,1
"ASV5517",1,1
"ASV5518",1,1
"ASV5519",1,1
"ASV5520",1,1
"ASV5521",1,1
"ASV5522",1,1
"ASV5523",1,1
"ASV5525",1,1
"ASV5527",1,1
"ASV5528",1,1
"ASV5529",1,1
"ASV5530",1,1
"ASV5531",1,1
"ASV5532",1,1
"ASV5533",1,1
"ASV5534",1,1
"ASV5535",1,1
"ASV5536",1,1
"ASV5537",1,1
"ASV5538",1,1
"ASV5539",1,1
"ASV5540",1,1
"ASV5541",1,1
"ASV5542",1,1
"ASV5543",1,1
"ASV5544",1,1
"ASV5545",1,1
"ASV5546",1,1
"ASV5547",1,1
"ASV5549",1,1
"ASV5550",1,1
"ASV5552",1,1
"ASV5553",1,1
"ASV5555",1,1
"ASV5556",1,1
"ASV5557",1,1
"ASV5559",1,1
"ASV556",NA,NA
"ASV5560",1,1
"ASV5561",1,1
"ASV5562",1,1
"ASV5563",1,1
"ASV5564",1,1
"ASV5565",1,1
"ASV5566",1,1
"ASV5567",1,1
"ASV5568",1,1
"ASV5569",1,1
"ASV557",1,1
"ASV5570",1,1
"ASV5571",1,1
"ASV5572",1,1
"ASV5573",1,1
"ASV5574",1,1
"ASV5575",1,1
"ASV5576",1,1
"ASV5577",1,1
"ASV5578",1,1
"ASV5580",1,1
"ASV5581",1,1
"ASV5582",1,1
"ASV5583",1,1
"ASV5584",1,1
"ASV5585",1,1
"ASV5586",1,1
"ASV5587",1,1
"ASV5589",1,1
"ASV559",1,1
"ASV5590",1,1
"ASV5591",1,1
"ASV5592",1,1
"ASV5593",1,1
"ASV5594",1,1
"ASV5595",1,1
"ASV5596",1,1
"ASV5597",1,1
"ASV5598",1,1
"ASV5599",1,1
"ASV56",1,1
"ASV560",1,1
"ASV5600",1,1
"ASV5602",1,1
"ASV5603",1,1
"ASV5604",1,1
"ASV5605",1,1
"ASV5606",1,1
"ASV5607",1,1
"ASV5608",1,1
"ASV561",1,1
"ASV5610",1,1
"ASV5611",1,1
"ASV5612",1,1
"ASV5613",1,1
"ASV5614",1,1
"ASV5617",1,1
"ASV5618",1,1
"ASV5619",1,1
"ASV562",1,1
"ASV5620",1,1
"ASV5621",1,1
"ASV5622",1,1
"ASV5624",1,1
"ASV5625",1,1
"ASV5626",1,1
"ASV5627",1,1
"ASV5628",1,1
"ASV5629",1,1
"ASV563",1,1
"ASV5630",1,1
"ASV5631",1,1
"ASV5632",1,1
"ASV5633",1,1
"ASV5634",1,1
"ASV5635",1,1
"ASV5637",1,1
"ASV5638",1,1
"ASV5639",1,1
"ASV564",NA,NA
"ASV5640",1,1
"ASV5641",1,1
"ASV5642",1,1
"ASV5643",1,1
"ASV5644",1,1
"ASV5645",1,1
"ASV5646",1,1
"ASV5647",1,1
"ASV5648",1,1
"ASV5649",1,1
"ASV565",1,1
"ASV5650",1,1
"ASV5651",1,1
"ASV5652",1,1
"ASV5653",1,1
"ASV5655",1,1
"ASV5656",1,1
"ASV5657",1,1
"ASV5658",1,1
"ASV5659",1,1
"ASV5660",1,1
"ASV5661",1,1
"ASV5662",1,1
"ASV5663",1,1
"ASV5664",1,1
"ASV5665",1,1
"ASV5666",1,1
"ASV5668",1,1
"ASV5669",1,1
"ASV5670",1,1
"ASV5671",1,1
"ASV5672",1,1
"ASV5673",1,1
"ASV5674",1,1
"ASV5675",1,1
"ASV5676",1,1
"ASV5678",1,1
"ASV5679",1,1
"ASV568",1,1
"ASV5681",1,1
"ASV5682",1,1
"ASV5683",1,1
"ASV5684",1,1
"ASV5685",1,1
"ASV5686",1,1
"ASV5687",1,1
"ASV5688",1,1
"ASV5689",1,1
"ASV569",NA,NA
"ASV5692",1,1
"ASV5693",1,1
"ASV5694",1,1
"ASV5696",1,1
"ASV5697",1,1
"ASV5698",1,1
"ASV5699",1,1
"ASV57",1,1
"ASV570",NA,NA
"ASV5700",1,1
"ASV5701",1,1
"ASV5702",1,1
"ASV5703",1,1
"ASV5704",1,1
"ASV5705",1,1
"ASV5706",1,1
"ASV5707",1,1
"ASV5708",1,1
"ASV571",1,1
"ASV5710",1,1
"ASV5711",1,1
"ASV5712",1,1
"ASV5713",1,1
"ASV5714",1,1
"ASV5716",1,1
"ASV5717",1,1
"ASV5718",1,1
"ASV5719",1,1
"ASV5720",1,1
"ASV5722",1,1
"ASV5723",1,1
"ASV5724",1,1
"ASV5725",1,1
"ASV5727",1,1
"ASV5728",1,1
"ASV5729",1,1
"ASV5730",1,1
"ASV5731",1,1
"ASV5732",1,1
"ASV5733",1,1
"ASV5734",1,1
"ASV5735",1,1
"ASV5736",1,1
"ASV5737",1,1
"ASV5738",1,1
"ASV5739",1,1
"ASV574",NA,NA
"ASV5740",1,1
"ASV5741",1,1
"ASV5742",1,1
"ASV5743",1,1
"ASV5744",1,1
"ASV5745",1,1
"ASV5747",1,1
"ASV5748",1,1
"ASV575",1,1
"ASV5750",1,1
"ASV5757",1,1
"ASV5758",1,1
"ASV5759",1,1
"ASV576",1,1
"ASV5760",1,1
"ASV5761",1,1
"ASV5762",1,1
"ASV5763",1,1
"ASV5764",1,1
"ASV5765",1,1
"ASV5766",1,1
"ASV5767",1,1
"ASV5768",1,1
"ASV5769",1,1
"ASV5770",1,1
"ASV5771",1,1
"ASV5772",1,1
"ASV5773",1,1
"ASV5774",1,1
"ASV5776",1,1
"ASV5778",1,1
"ASV5779",1,1
"ASV5780",1,1
"ASV5782",1,1
"ASV5784",1,1
"ASV5785",1,1
"ASV5787",1,1
"ASV5788",1,1
"ASV579",NA,NA
"ASV5790",1,1
"ASV5791",1,1
"ASV5792",1,1
"ASV5793",1,1
"ASV5794",1,1
"ASV5795",1,1
"ASV5796",1,1
"ASV5798",1,1
"ASV5799",1,1
"ASV580",1,1
"ASV5801",1,1
"ASV5802",1,1
"ASV5803",1,1
"ASV5804",1,1
"ASV5805",1,1
"ASV5806",1,1
"ASV5807",1,1
"ASV5808",1,1
"ASV5809",1,1
"ASV581",1,1
"ASV5810",1,1
"ASV5812",1,1
"ASV5813",1,1
"ASV5815",1,1
"ASV5816",1,1
"ASV5817",1,1
"ASV5818",1,1
"ASV582",NA,NA
"ASV5820",1,1
"ASV5821",1,1
"ASV5822",1,1
"ASV5823",1,1
"ASV5824",1,1
"ASV5825",1,1
"ASV5826",1,1
"ASV5827",1,1
"ASV5828",1,1
"ASV5829",1,1
"ASV583",1,1
"ASV5830",1,1
"ASV5831",1,1
"ASV5832",1,1
"ASV5833",1,1
"ASV5834",1,1
"ASV5835",1,1
"ASV5836",1,1
"ASV5837",1,1
"ASV5838",1,1
"ASV5839",1,1
"ASV5840",1,1
"ASV5841",1,1
"ASV5842",1,1
"ASV5843",1,1
"ASV5845",1,1
"ASV5846",1,1
"ASV5847",1,1
"ASV5848",1,1
"ASV5849",1,1
"ASV585",1,1
"ASV5850",1,1
"ASV5851",1,1
"ASV5852",1,1
"ASV5853",1,1
"ASV5854",1,1
"ASV5855",1,1
"ASV5856",1,1
"ASV5857",1,1
"ASV5858",1,1
"ASV5859",1,1
"ASV5860",1,1
"ASV5861",1,1
"ASV5862",1,1
"ASV5863",1,1
"ASV5864",1,1
"ASV5865",1,1
"ASV5866",1,1
"ASV5867",1,1
"ASV5868",1,1
"ASV5869",NA,NA
"ASV587",1,1
"ASV5870",1,1
"ASV5871",1,1
"ASV5872",1,1
"ASV5873",1,1
"ASV5874",1,1
"ASV5875",1,1
"ASV5876",1,1
"ASV5879",1,1
"ASV588",1,1
"ASV5880",1,1
"ASV5881",1,1
"ASV5882",1,1
"ASV5883",1,1
"ASV5884",1,1
"ASV5885",1,1
"ASV5886",1,1
"ASV5887",1,1
"ASV5888",1,1
"ASV5889",1,1
"ASV589",1,1
"ASV5890",1,1
"ASV5891",1,1
"ASV5892",1,1
"ASV5893",1,1
"ASV5894",1,1
"ASV5895",1,1
"ASV5896",1,1
"ASV5897",1,1
"ASV5898",1,1
"ASV5899",1,1
"ASV59",1,1
"ASV590",NA,NA
"ASV5900",1,1
"ASV5901",1,1
"ASV5902",1,1
"ASV5903",1,1
"ASV5904",1,1
"ASV5905",1,1
"ASV5906",1,1
"ASV5907",1,1
"ASV5908",1,1
"ASV5909",1,1
"ASV591",1,1
"ASV5910",1,1
"ASV5911",1,1
"ASV5913",1,1
"ASV5914",1,1
"ASV5916",1,1
"ASV5917",1,1
"ASV5918",1,1
"ASV5919",1,1
"ASV592",1,1
"ASV5920",1,1
"ASV5921",1,1
"ASV5923",1,1
"ASV5924",1,1
"ASV5926",1,1
"ASV5927",1,1
"ASV5928",1,1
"ASV5929",1,1
"ASV593",1,1
"ASV5931",1,1
"ASV5932",1,1
"ASV5933",1,1
"ASV5934",1,1
"ASV5935",1,1
"ASV5936",1,1
"ASV5937",1,1
"ASV5938",1,1
"ASV5939",1,1
"ASV594",1,1
"ASV5940",1,1
"ASV5941",1,1
"ASV5942",1,1
"ASV5945",1,1
"ASV5946",1,1
"ASV5947",1,1
"ASV5948",1,1
"ASV5949",1,1
"ASV595",1,1
"ASV5950",1,1
"ASV5951",1,1
"ASV5952",1,1
"ASV5953",1,1
"ASV5954",1,1
"ASV5956",1,1
"ASV5957",1,1
"ASV5958",1,1
"ASV5959",1,1
"ASV596",1,1
"ASV5961",1,1
"ASV5963",1,1
"ASV5964",1,1
"ASV5965",1,1
"ASV5966",1,1
"ASV5967",1,1
"ASV5968",1,1
"ASV5970",1,1
"ASV5971",1,1
"ASV5972",1,1
"ASV5973",1,1
"ASV5974",1,1
"ASV5975",1,1
"ASV5976",1,1
"ASV5977",1,1
"ASV5978",1,1
"ASV5979",1,1
"ASV598",1,1
"ASV5980",1,1
"ASV5981",1,1
"ASV5982",1,1
"ASV5985",1,1
"ASV5987",1,1
"ASV5988",1,1
"ASV5989",1,1
"ASV599",1,1
"ASV5990",1,1
"ASV5991",1,1
"ASV5992",1,1
"ASV5993",1,1
"ASV5994",1,1
"ASV5995",1,1
"ASV5996",1,1
"ASV5997",1,1
"ASV5998",1,1
"ASV5999",1,1
"ASV60",1,1
"ASV6000",1,1
"ASV6001",1,1
"ASV6002",1,1
"ASV6004",1,1
"ASV6005",1,1
"ASV6006",1,1
"ASV6007",1,1
"ASV6009",1,1
"ASV601",1,1
"ASV6010",1,1
"ASV6011",1,1
"ASV6012",1,1
"ASV6013",1,1
"ASV6014",1,1
"ASV6015",1,1
"ASV6017",1,1
"ASV6018",1,1
"ASV6019",1,1
"ASV602",1,1
"ASV6020",1,1
"ASV6021",1,1
"ASV6022",1,1
"ASV6023",1,1
"ASV6024",1,1
"ASV6025",1,1
"ASV6026",1,1
"ASV6027",1,1
"ASV6028",1,1
"ASV603",1,1
"ASV6030",1,1
"ASV6031",1,1
"ASV6032",1,1
"ASV6033",1,1
"ASV6034",1,1
"ASV6035",1,1
"ASV6036",1,1
"ASV6037",1,1
"ASV6039",1,1
"ASV6040",1,1
"ASV6041",1,1
"ASV6045",1,1
"ASV6046",1,1
"ASV6048",1,1
"ASV6049",1,1
"ASV605",1,1
"ASV6050",1,1
"ASV6051",1,1
"ASV6052",1,1
"ASV6053",1,1
"ASV6054",1,1
"ASV6055",1,1
"ASV6056",1,1
"ASV6057",1,1
"ASV6058",1,1
"ASV6059",1,1
"ASV606",NA,NA
"ASV6060",1,1
"ASV6061",1,1
"ASV6063",1,1
"ASV6064",1,1
"ASV6065",1,1
"ASV6066",1,1
"ASV6067",1,1
"ASV6069",1,1
"ASV607",1,1
"ASV6070",1,1
"ASV6071",1,1
"ASV6072",1,1
"ASV6073",1,1
"ASV6074",1,1
"ASV6075",1,1
"ASV6077",1,1
"ASV6078",1,1
"ASV608",1,1
"ASV6082",1,1
"ASV6083",1,1
"ASV6084",1,1
"ASV6085",1,1
"ASV6086",1,1
"ASV6087",1,1
"ASV6088",1,1
"ASV6089",1,1
"ASV6091",1,1
"ASV6092",1,1
"ASV6094",1,1
"ASV6095",1,1
"ASV6096",1,1
"ASV6097",1,1
"ASV6098",1,1
"ASV6099",1,1
"ASV6104",1,1
"ASV6105",1,1
"ASV6106",1,1
"ASV6107",1,1
"ASV6108",1,1
"ASV6109",1,1
"ASV6110",1,1
"ASV6111",1,1
"ASV6112",1,1
"ASV6113",1,1
"ASV6114",1,1
"ASV6115",1,1
"ASV6117",1,1
"ASV6118",1,1
"ASV6119",1,1
"ASV612",1,1
"ASV6120",1,1
"ASV6121",1,1
"ASV6122",1,1
"ASV6123",1,1
"ASV6124",1,1
"ASV6125",1,1
"ASV6126",1,1
"ASV6128",1,1
"ASV6129",1,1
"ASV613",1,1
"ASV6130",1,1
"ASV6131",1,1
"ASV6132",1,1
"ASV6133",1,1
"ASV6134",1,1
"ASV6135",1,1
"ASV6136",1,1
"ASV6137",1,1
"ASV6138",1,1
"ASV6140",1,1
"ASV6141",1,1
"ASV6142",1,1
"ASV6144",1,1
"ASV6145",1,1
"ASV6146",1,1
"ASV6147",1,1
"ASV6149",1,1
"ASV6150",1,1
"ASV6151",1,1
"ASV6152",1,1
"ASV6153",1,1
"ASV6154",1,1
"ASV6155",1,1
"ASV6156",1,1
"ASV6157",1,1
"ASV6158",1,1
"ASV6159",1,1
"ASV616",1,1
"ASV6160",1,1
"ASV6161",1,1
"ASV6162",1,1
"ASV6163",1,1
"ASV6164",1,1
"ASV6165",1,1
"ASV6166",1,1
"ASV6168",1,1
"ASV6169",1,1
"ASV617",NA,NA
"ASV6170",1,1
"ASV6171",1,1
"ASV6172",1,1
"ASV6173",1,1
"ASV6174",1,1
"ASV6175",1,1
"ASV6176",1,1
"ASV6177",1,1
"ASV6178",1,1
"ASV6179",1,1
"ASV618",1,1
"ASV6180",1,1
"ASV6181",1,1
"ASV6182",1,1
"ASV6183",1,1
"ASV6184",1,1
"ASV6185",1,1
"ASV6186",1,1
"ASV6187",1,1
"ASV6189",1,1
"ASV619",1,1
"ASV6191",1,1
"ASV6192",NA,NA
"ASV6193",1,1
"ASV6194",1,1
"ASV6195",1,1
"ASV6196",1,1
"ASV6197",1,1
"ASV6198",1,1
"ASV62",1,1
"ASV620",1,1
"ASV6200",1,1
"ASV6201",1,1
"ASV6202",1,1
"ASV6203",1,1
"ASV6204",1,1
"ASV6205",1,1
"ASV6206",1,1
"ASV6207",1,1
"ASV6208",1,1
"ASV621",1,1
"ASV6210",1,1
"ASV6211",1,1
"ASV6213",1,1
"ASV6214",1,1
"ASV6215",1,1
"ASV6216",1,1
"ASV6217",1,1
"ASV6218",1,1
"ASV6219",1,1
"ASV622",1,1
"ASV6220",1,1
"ASV6221",1,1
"ASV6222",1,1
"ASV6223",1,1
"ASV6224",1,1
"ASV6225",1,1
"ASV6226",1,1
"ASV6227",1,1
"ASV6228",1,1
"ASV6229",1,1
"ASV623",1,1
"ASV6230",1,1
"ASV6231",1,1
"ASV6232",1,1
"ASV6233",1,1
"ASV6234",1,1
"ASV6235",1,1
"ASV6236",1,1
"ASV6237",1,1
"ASV6238",1,1
"ASV6239",1,1
"ASV624",1,1
"ASV6240",1,1
"ASV6241",1,1
"ASV6242",1,1
"ASV6243",1,1
"ASV6244",1,1
"ASV6245",1,1
"ASV6246",1,1
"ASV6247",1,1
"ASV6248",1,1
"ASV6249",1,1
"ASV6250",1,1
"ASV6251",1,1
"ASV6252",1,1
"ASV6253",1,1
"ASV6254",1,1
"ASV6255",1,1
"ASV6256",1,1
"ASV6257",1,1
"ASV6258",1,1
"ASV6259",1,1
"ASV626",1,1
"ASV6260",1,1
"ASV6261",1,1
"ASV6262",1,1
"ASV6263",1,1
"ASV6264",1,1
"ASV6265",1,1
"ASV6266",1,1
"ASV6267",1,1
"ASV6268",1,1
"ASV6269",1,1
"ASV627",1,1
"ASV6270",1,1
"ASV6271",1,1
"ASV6272",1,1
"ASV6273",1,1
"ASV6274",1,1
"ASV6275",1,1
"ASV6276",1,1
"ASV6277",1,1
"ASV6278",1,1
"ASV6279",1,1
"ASV628",1,1
"ASV6280",1,1
"ASV6283",1,1
"ASV6284",1,1
"ASV6285",1,1
"ASV6286",1,1
"ASV6287",1,1
"ASV6288",1,1
"ASV6289",1,1
"ASV629",1,1
"ASV6290",1,1
"ASV6291",1,1
"ASV6293",1,1
"ASV6294",1,1
"ASV6295",1,1
"ASV6296",1,1
"ASV6297",1,1
"ASV6298",1,1
"ASV6299",1,1
"ASV63",1,1
"ASV630",1,1
"ASV6300",1,1
"ASV6301",1,1
"ASV6302",1,1
"ASV6303",1,1
"ASV6304",1,1
"ASV6305",1,1
"ASV6306",1,1
"ASV6309",1,1
"ASV631",NA,NA
"ASV6310",1,1
"ASV6311",1,1
"ASV6312",1,1
"ASV6314",1,1
"ASV6315",1,1
"ASV6317",1,1
"ASV6318",1,1
"ASV6319",1,1
"ASV632",NA,NA
"ASV6320",1,1
"ASV6321",1,1
"ASV6322",1,1
"ASV6323",1,1
"ASV6324",1,1
"ASV6325",1,1
"ASV6326",1,1
"ASV6327",1,1
"ASV6329",1,1
"ASV633",NA,NA
"ASV6330",1,1
"ASV6331",1,1
"ASV6332",1,1
"ASV6333",1,1
"ASV6335",1,1
"ASV6337",1,1
"ASV6338",1,1
"ASV6339",1,1
"ASV6340",1,1
"ASV6341",1,1
"ASV6342",1,1
"ASV6344",1,1
"ASV6345",1,1
"ASV6346",1,1
"ASV6347",1,1
"ASV6348",1,1
"ASV6349",1,1
"ASV635",1,1
"ASV6351",1,1
"ASV6352",1,1
"ASV6353",1,1
"ASV6354",1,1
"ASV6355",1,1
"ASV6356",1,1
"ASV6357",1,1
"ASV6358",1,1
"ASV6359",1,1
"ASV6360",1,1
"ASV6361",1,1
"ASV6362",1,1
